UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,EBOOK,2013,2,6,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,VIDEODISC,2013,2,65,"Percy Jackson & the Olympians [videorecording] : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Christ Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,,"Jackson Percy Fictitious character Drama, Teenagers Conduct of life Drama, Zeus Greek deity Drama, Gods Greek Drama, Mythology Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",c2010.
Digital,OverDrive,AUDIOBOOK,2013,2,6,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2013,2,3,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,2,8,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,2,2,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Digital,OverDrive,EBOOK,2013,2,4,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5",,Rick Riordan,"Juvenile Fiction, Mythology",Disney Digital Books,2011
Digital,OverDrive,EBOOK,2013,2,3,"The Titan's Curse: Percy Jackson and the Olympians, Book 3",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,2,5,Demigods and monsters your favorite authors on Rick Riordans Percy Jackson and the Olympians series,,,"Riordan Rick Percy Jackson the Olympians Criticism and interpretation Juvenile literature, Riordan Rick Percy Jackson the Olympians Criticism and interpretation, Childrens stories American History and criticism Juvenile literature, Fantasy fiction American History and criticism Juvenile literature, Childrens stories American History and criticism, Fantasy fiction American History and criticism",,
Digital,OverDrive,EBOOK,2013,2,4,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,2,14,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.",,"Riordan, Rick","Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Hades Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comic books strips etc","Disney/Hyperion Books,",2010.
Digital,OverDrive,AUDIOBOOK,2013,2,2,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,SOUNDDISC,2013,2,8,The last Olympian [sound recording] / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Jackson Percy Fictitious character Juvenile fiction, Fate and fatalism Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction","Listening Library/Random House Audio,",p2009.
Digital,OverDrive,AUDIOBOOK,2013,2,2,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Books on Tape,2009
Physical,Horizon,SOUNDDISC,2013,2,4,Percy Jackson & the Olympians [sound recording] : the demigod files / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy","Listening Library,",p 2009.
Physical,Horizon,SOUNDDISC,2013,3,3,Percy Jackson & the Olympians [sound recording] : the demigod files / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy","Listening Library,",p 2009.
Physical,Horizon,BOOK,2013,3,4,Demigods and monsters your favorite authors on Rick Riordans Percy Jackson and the Olympians series,,,"Riordan Rick Percy Jackson the Olympians Criticism and interpretation Juvenile literature, Riordan Rick Percy Jackson the Olympians Criticism and interpretation, Childrens stories American History and criticism Juvenile literature, Fantasy fiction American History and criticism Juvenile literature, Childrens stories American History and criticism, Fantasy fiction American History and criticism",,
Digital,OverDrive,AUDIOBOOK,2013,3,2,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,3,10,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Disney Digital Books,2011
Digital,OverDrive,EBOOK,2013,3,9,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,3,6,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,SOUNDDISC,2013,3,11,The last Olympian [sound recording] / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Jackson Percy Fictitious character Juvenile fiction, Fate and fatalism Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction","Listening Library/Random House Audio,",p2009.
Digital,OverDrive,AUDIOBOOK,2013,3,4,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Digital,OverDrive,EBOOK,2013,3,9,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,3,7,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,3,3,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2009
Physical,Horizon,BOOK,2013,3,6,"Papercutz slices. [3], Percy Jerkson & the ovolactovegetarians / Margo Kinney-Petrucha & Stefan Petrucha, writers ; Rick Parker, artist.",,"Kinney-Petrucha, Margo","Jackson Percy Fictitious character Parodies imitations etc Comic books strips etc, Titans Mythology Parodies imitations etc Comic books strips etc, Animals Mythical Parodies imitations etc Comic books strips etc, Monsters Parodies imitations etc Comic books strips etc, Mythology Greek Parodies imitations etc Comic books strips etc, Parodies Comic books strips etc, Cartoons and comics, Graphic novels","Papercutz,",c2011.
Digital,OverDrive,EBOOK,2013,3,7,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5",,Rick Riordan,"Juvenile Fiction, Mythology",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,3,25,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.",,"Riordan, Rick","Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Hades Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comic books strips etc","Disney/Hyperion Books,",2010.
Digital,OverDrive,EBOOK,2013,3,4,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2011
Digital,OverDrive,EBOOK,2013,3,7,"The Titan's Curse: Percy Jackson and the Olympians, Book 3",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,VIDEODISC,2013,3,74,"Percy Jackson & the Olympians [videorecording] : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Christ Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,,"Jackson Percy Fictitious character Drama, Teenagers Conduct of life Drama, Zeus Greek deity Drama, Gods Greek Drama, Mythology Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",c2010.
Digital,OverDrive,AUDIOBOOK,2013,3,3,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Books on Tape,2009
Physical,Horizon,SOUNDDISC,2013,3,6,The demigod diaries [sound recording] / Rick Riordan.,,"Riordan, Rick","Jackson Percy Fictitious character Juvenile fiction, Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction","Listening Library/Random House Audio,",p2012.
Digital,OverDrive,EBOOK,2013,4,5,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5",,Rick Riordan,"Juvenile Fiction, Mythology",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,4,7,"Papercutz slices. [3], Percy Jerkson & the ovolactovegetarians / Margo Kinney-Petrucha & Stefan Petrucha, writers ; Rick Parker, artist.",,"Kinney-Petrucha, Margo","Jackson Percy Fictitious character Parodies imitations etc Comic books strips etc, Titans Mythology Parodies imitations etc Comic books strips etc, Animals Mythical Parodies imitations etc Comic books strips etc, Monsters Parodies imitations etc Comic books strips etc, Mythology Greek Parodies imitations etc Comic books strips etc, Parodies Comic books strips etc, Cartoons and comics, Graphic novels","Papercutz,",c2011.
Digital,OverDrive,EBOOK,2013,4,10,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,4,11,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2006
Physical,Horizon,BOOK,2013,4,6,Demigods and monsters your favorite authors on Rick Riordans Percy Jackson and the Olympians series,,,"Riordan Rick Percy Jackson the Olympians Criticism and interpretation Juvenile literature, Riordan Rick Percy Jackson the Olympians Criticism and interpretation, Childrens stories American History and criticism Juvenile literature, Fantasy fiction American History and criticism Juvenile literature, Childrens stories American History and criticism, Fantasy fiction American History and criticism",,
Digital,OverDrive,EBOOK,2013,4,7,"The Titan's Curse: Percy Jackson and the Olympians, Book 3",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,4,3,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,4,3,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2011
Physical,Horizon,SOUNDDISC,2013,4,4,The last Olympian [sound recording] / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Jackson Percy Fictitious character Juvenile fiction, Fate and fatalism Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction","Listening Library/Random House Audio,",p2009.
Physical,Horizon,SOUNDDISC,2013,4,2,The demigod diaries [sound recording] / Rick Riordan.,,"Riordan, Rick","Jackson Percy Fictitious character Juvenile fiction, Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction","Listening Library/Random House Audio,",p2012.
Digital,OverDrive,EBOOK,2013,4,10,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,4,11,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Digital,OverDrive,AUDIOBOOK,2013,4,3,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,BOOK,2013,4,18,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.",,"Riordan, Rick","Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Hades Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comic books strips etc","Disney/Hyperion Books,",2010.
Physical,Horizon,SOUNDDISC,2013,4,4,Percy Jackson & the Olympians [sound recording] : the demigod files / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy","Listening Library,",p 2009.
Digital,OverDrive,AUDIOBOOK,2013,4,4,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,4,6,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,VIDEODISC,2013,4,74,"Percy Jackson & the Olympians [videorecording] : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Christ Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,,"Jackson Percy Fictitious character Drama, Teenagers Conduct of life Drama, Zeus Greek deity Drama, Gods Greek Drama, Mythology Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",c2010.
Digital,OverDrive,AUDIOBOOK,2013,4,4,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2009
Physical,Horizon,BOOK,2013,5,6,Demigods and monsters your favorite authors on Rick Riordans Percy Jackson and the Olympians series,,,"Riordan Rick Percy Jackson the Olympians Criticism and interpretation Juvenile literature, Riordan Rick Percy Jackson the Olympians Criticism and interpretation, Childrens stories American History and criticism Juvenile literature, Fantasy fiction American History and criticism Juvenile literature, Childrens stories American History and criticism, Fantasy fiction American History and criticism",,
Digital,OverDrive,EBOOK,2013,5,5,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,5,5,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2013,5,7,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,5,3,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5",,Rick Riordan,"Juvenile Fiction, Mythology",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,5,9,"Papercutz slices. [3], Percy Jerkson & the ovolactovegetarians / Margo Kinney-Petrucha & Stefan Petrucha, writers ; Rick Parker, artist.",,"Kinney-Petrucha, Margo","Jackson Percy Fictitious character Parodies imitations etc Comic books strips etc, Titans Mythology Parodies imitations etc Comic books strips etc, Animals Mythical Parodies imitations etc Comic books strips etc, Monsters Parodies imitations etc Comic books strips etc, Mythology Greek Parodies imitations etc Comic books strips etc, Parodies Comic books strips etc, Cartoons and comics, Graphic novels","Papercutz,",c2011.
Digital,OverDrive,EBOOK,2013,5,6,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,5,12,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2006
Physical,Horizon,VIDEODISC,2013,5,56,"Percy Jackson & the Olympians [videorecording] : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Christ Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,,"Jackson Percy Fictitious character Drama, Teenagers Conduct of life Drama, Zeus Greek deity Drama, Gods Greek Drama, Mythology Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",c2010.
Digital,OverDrive,EBOOK,2013,5,7,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,EBOOK,2013,5,6,"The Titan's Curse: Percy Jackson and the Olympians, Book 3",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,SOUNDDISC,2013,5,11,The last Olympian [sound recording] / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Jackson Percy Fictitious character Juvenile fiction, Fate and fatalism Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction","Listening Library/Random House Audio,",p2009.
Digital,OverDrive,AUDIOBOOK,2013,5,9,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,SOUNDDISC,2013,5,1,Percy Jackson & the Olympians [sound recording] : the demigod files / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy","Listening Library,",p 2009.
Digital,OverDrive,AUDIOBOOK,2013,5,7,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,BOOK,2013,5,19,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.",,"Riordan, Rick","Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Hades Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comic books strips etc","Disney/Hyperion Books,",2010.
Digital,OverDrive,AUDIOBOOK,2013,5,5,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,5,6,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Disney Digital Books,2011
Physical,Horizon,SOUNDDISC,2013,5,2,The demigod diaries [sound recording] / Rick Riordan.,,"Riordan, Rick","Jackson Percy Fictitious character Juvenile fiction, Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction","Listening Library/Random House Audio,",p2012.
Digital,OverDrive,EBOOK,2013,6,11,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,6,20,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.",,"Riordan, Rick","Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Hades Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comic books strips etc","Disney/Hyperion Books,",2010.
Digital,OverDrive,AUDIOBOOK,2013,6,7,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,BOOK,2013,6,14,"Papercutz slices. [3], Percy Jerkson & the ovolactovegetarians / Margo Kinney-Petrucha & Stefan Petrucha, writers ; Rick Parker, artist.",,"Kinney-Petrucha, Margo","Jackson Percy Fictitious character Parodies imitations etc Comic books strips etc, Titans Mythology Parodies imitations etc Comic books strips etc, Animals Mythical Parodies imitations etc Comic books strips etc, Monsters Parodies imitations etc Comic books strips etc, Mythology Greek Parodies imitations etc Comic books strips etc, Parodies Comic books strips etc, Cartoons and comics, Graphic novels","Papercutz,",c2011.
Digital,OverDrive,AUDIOBOOK,2013,6,4,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,6,6,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2011
Physical,Horizon,VIDEODISC,2013,6,66,"Percy Jackson & the Olympians [videorecording] : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Christ Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,,"Jackson Percy Fictitious character Drama, Teenagers Conduct of life Drama, Zeus Greek deity Drama, Gods Greek Drama, Mythology Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",c2010.
Physical,Horizon,BOOK,2013,6,7,Demigods and monsters your favorite authors on Rick Riordans Percy Jackson and the Olympians series,,,"Riordan Rick Percy Jackson the Olympians Criticism and interpretation Juvenile literature, Riordan Rick Percy Jackson the Olympians Criticism and interpretation, Childrens stories American History and criticism Juvenile literature, Fantasy fiction American History and criticism Juvenile literature, Childrens stories American History and criticism, Fantasy fiction American History and criticism",,
Digital,OverDrive,AUDIOBOOK,2013,6,13,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Physical,Horizon,SOUNDDISC,2013,6,2,Percy Jackson & the Olympians [sound recording] : the demigod files / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy","Listening Library,",p 2009.
Digital,OverDrive,EBOOK,2013,6,7,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,6,7,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,6,7,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5",,Rick Riordan,"Juvenile Fiction, Mythology",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2013,6,20,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,6,4,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)",,Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,6,7,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,SOUNDDISC,2013,6,9,The last Olympian [sound recording] / Rick Riordan.,,"Riordan, Rick","Mythology Greek Juvenile fiction, Jackson Percy Fictitious character Juvenile fiction, Fate and fatalism Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction","Listening Library/Random House Audio,",p2009.
Physical,Horizon,SOUNDDISC,2013,6,5,The demigod diaries [sound recording] / Rick Riordan.,,"Riordan, Rick","Jackson Percy Fictitious character Juvenile fiction, Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Diaries Fiction","Listening Library/Random House Audio,",p2012.
Digital,OverDrive,EBOOK,2013,6,8,"The Titan's Curse: Percy Jackson and the Olympians, Book 3",,Rick Riordan,"Mythology, Young Adult Fiction",Disney Digital Books,2011
Physical,Horizon,BOOK,2013,7,1,"Percy Jackson & the Olympians. Book two, The sea of monsters : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; lettering by Chris Dickey.",,"Riordan, Rick","Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Monsters Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Riordan Rick Sea of monsters Adaptations, Graphic novels","Disney-Hyperion Books,",c2013.
